name,class_name,spec_name,amount,level,duration,startTime,report,server,bracketData,faction,affixes,medal,score,leaderboard,guild,hidden,dungeon_name
Feilingyang,Druid,Guardian,-159999710.0,8,1139316,1768802893684,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 399, 'name': 'Antonidas', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 469264, 'name': 'Dystopia', 'faction': 0}",,Halls of Atonement
Kenpakto,DeathKnight,Unholy,-159999710.0,8,1114877,1768935648123,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 283, 'name': 'Draenor', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Mêyc,Mage,Arcane,-159999710.0,8,1114877,1768935648123,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Satanzlight,Paladin,Protection,-159999710.0,8,1114877,1768935648123,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 306, 'name': 'Kilrogg', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Mìnaá,Evoker,Preservation,-159999710.0,8,1114877,1768935648123,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 364, 'name': 'Dalaran', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 479909, 'name': 'Last Trý', 'faction': 1}",,Halls of Atonement
Alexahh,DemonHunter,Havoc,-159999710.0,8,1114877,1768935648123,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 479909, 'name': 'Last Trý', 'faction': 1}",,Halls of Atonement
Lockerino,Warlock,Destruction,-159999710.0,8,1132183,1768671926817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 319, 'name': ""Quel'Thalas"", 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Совишко,Druid,Balance,-159999710.0,8,1132183,1768671926817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Kaltzmagic,Mage,Arcane,-159999710.0,8,1132183,1768671926817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 329, 'name': 'Silvermoon', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 788464, 'name': 'Dead on my Screen', 'faction': 0}",,Halls of Atonement
Caelisian,Priest,Discipline,-159999710.0,8,1132183,1768671926817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Madmom,Paladin,Protection,-159999710.0,8,1132183,1768671926817,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 340, 'name': 'Tarren Mill', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Mouhthepally,Paladin,Retribution,-159999710.0,8,948856,1768606146144,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 348, 'name': 'Turalyon', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Poliprot,Paladin,Protection,-159999710.0,8,948856,1768606146144,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 340, 'name': 'Tarren Mill', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Titaniz,Paladin,Retribution,-159999710.0,8,948856,1768606146144,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 340, 'name': 'Tarren Mill', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Lightroger,Paladin,Retribution,-159999710.0,8,948856,1768606146144,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 258, 'name': 'Azjol-Nerub', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 289783, 'name': 'United Norwegian Force', 'faction': 0}",,Halls of Atonement
Maelith,DemonHunter,Havoc,-159999710.0,8,1140771,1768756156229,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 477, 'name': 'Ysera', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Marar,Warrior,Fury,-159999710.0,8,1140771,1768756156229,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 286, 'name': ""Drak'thul"", 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Nudgess,Monk,Mistweaver,-159999710.0,8,1140771,1768756156229,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 315, 'name': 'Nagrand', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 44671, 'name': 'Forgotten', 'faction': 1}",,Halls of Atonement
Uncharge,Shaman,Elemental,-159999710.0,8,1140771,1768756156229,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 321, 'name': 'Ravencrest', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Fenalaar,Shaman,Enhancement,-159999710.0,8,1037486,1768675298514,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 297, 'name': 'Grim Batol', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 49611, 'name': 'Conundrum', 'faction': 0}",,Halls of Atonement
Brínch,Shaman,Restoration,-159999710.0,8,1037486,1768675298514,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 798462, 'name': 'Dansk orblin sarmfund', 'faction': 1}",,Halls of Atonement
Evisia,Rogue,Assassination,-159999710.0,8,1037486,1768675298514,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 297, 'name': 'Grim Batol', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 49611, 'name': 'Conundrum', 'faction': 0}",,Halls of Atonement
Chawía,Monk,Windwalker,-159999710.0,8,1148651,1768653709349,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 321, 'name': 'Ravencrest', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 22408, 'name': 'Den Danske Guild', 'faction': 0}",,Halls of Atonement
Ednaras,Druid,Restoration,-159999710.0,8,1148651,1768653709349,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 269, 'name': 'Burning Blade', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 261927, 'name': 'InQ', 'faction': 0}",,Halls of Atonement
Кушинами,Monk,Brewmaster,-159999710.0,8,1148651,1768653709349,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 487, 'name': 'Голдринн', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Карамельная,DemonHunter,Havoc,-159999710.0,8,1148651,1768653709349,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 498, 'name': 'Страж Смерти', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Фетаминовая,Hunter,BeastMastery,-159999710.0,8,1148651,1768653709349,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 487, 'name': 'Голдринн', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Cheekslapper,Paladin,Retribution,-159999710.0,8,1131200,1768593981800,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 322, 'name': 'Ravenholdt', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Мистеридеал,DemonHunter,Havoc,-159999710.0,8,1131200,1768593981800,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 485, 'name': 'Вечная Песня', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 763964, 'name': 'СинДелоре', 'faction': 1}",,Halls of Atonement
Maviia,Shaman,Elemental,-159999710.0,8,1131200,1768593981800,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 406, 'name': 'Blackhand', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 213351, 'name': 'Reflective', 'faction': 1}",,Halls of Atonement
Пацифистор,Monk,Mistweaver,-159999710.0,8,1131200,1768593981800,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 485, 'name': 'Вечная Песня', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Yínna,Paladin,Protection,-159999710.0,8,1131200,1768593981800,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 406, 'name': 'Blackhand', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 213351, 'name': 'Reflective', 'faction': 1}",,Halls of Atonement
Bruldur,Paladin,Retribution,-159999710.0,8,1140690,1768602063310,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 758605, 'name': 'Ragnarok Gaming', 'faction': 0}",,Halls of Atonement
Rority,Druid,Restoration,-159999710.0,8,1140690,1768602063310,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 758461, 'name': 'Resonance', 'faction': 0}",,Halls of Atonement
Anonymous,DeathKnight,Blood,-159999710.0,8,1140690,1768602063310,"{'code': '', 'fightID': None, 'startTime': None}",,8,0,"[10, 160]",gold,290.0,1,,True,Halls of Atonement
Lalaly,Hunter,BeastMastery,-159999710.0,8,1140690,1768602063310,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 358, 'name': 'Archimonde', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 11697, 'name': 'Evil Bless', 'faction': 1}",,Halls of Atonement
Nazela,Warlock,Destruction,-159999710.0,8,1140690,1768602063310,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 358, 'name': 'Archimonde', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 11697, 'name': 'Evil Bless', 'faction': 1}",,Halls of Atonement
Святаямайка,Paladin,Retribution,-159999710.0,8,1134070,1768837517930,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 763964, 'name': 'СинДелоре', 'faction': 1}",,Halls of Atonement
Sephorá,Mage,Frost,-159999710.0,8,1134070,1768837517930,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 358, 'name': 'Archimonde', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Vindiknight,Paladin,Holy,-159999710.0,8,1134070,1768837517930,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 321, 'name': 'Ravencrest', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Блодрей,Warrior,Protection,-159999710.0,8,1134070,1768837517930,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Bertelan,Druid,Balance,-159999710.0,8,1134070,1768837517930,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 399, 'name': 'Antonidas', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Hypnotize,DemonHunter,Vengeance,-159999710.0,8,927284,1768644451716,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 273, 'name': 'Chromaggus', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 424686, 'name': 'Lunatic Asylum', 'faction': 1}",,Halls of Atonement
Glîtrandîr,Druid,Restoration,-159999710.0,8,927284,1768644451716,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 399, 'name': 'Antonidas', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 802630, 'name': 'Roadhouse', 'faction': 1}",,Halls of Atonement
Dayana,DemonHunter,Havoc,-159999710.0,8,927284,1768644451716,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 358, 'name': 'Archimonde', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 62153, 'name': 'Endless Agony', 'faction': 0}",,Halls of Atonement
Angoa,Hunter,BeastMastery,-159999710.0,8,927284,1768644451716,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 320, 'name': 'Ragnaros', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 778087, 'name': 'CasualMadness', 'faction': 1}",,Halls of Atonement
Chromemayhem,Monk,Brewmaster,-159999710.0,8,1119481,1768738351519,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 291, 'name': 'Eonar', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 693225, 'name': 'The Vkings Horde', 'faction': 1}",,Halls of Atonement
Ikusa,Warlock,Demonology,-159999710.0,8,1119481,1768738351519,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 407, 'name': 'Blackmoore', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 12647, 'name': 'Spirits of the Shadow', 'faction': 1}",,Halls of Atonement
Disableddk,DeathKnight,Frost,-159999710.0,8,1119481,1768738351519,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 408, 'name': 'Blackrock', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Akatero,Mage,Arcane,-159999710.0,8,1119481,1768738351519,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 407, 'name': 'Blackmoore', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Caeredlynn,Priest,Discipline,-159999710.0,8,1119481,1768738351519,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 406, 'name': 'Blackhand', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 12647, 'name': 'Spirits of the Shadow', 'faction': 1}",,Halls of Atonement
Lamjoso,Mage,Frost,-159999710.0,8,1041427,1768933399573,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 283, 'name': 'Draenor', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 687239, 'name': 'Testament', 'faction': 1}",,Halls of Atonement
Сублиминатор,Hunter,Marksmanship,-159999710.0,8,1041427,1768933399573,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 764292, 'name': 'Доведи меня до сарказма', 'faction': 1}",,Halls of Atonement
Корстамл,Shaman,Restoration,-159999710.0,8,1041427,1768933399573,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Amipretty,Paladin,Protection,-159999710.0,8,1041427,1768933399573,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 341, 'name': 'Terenas', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 562886, 'name': 'Vision', 'faction': 0}",,Halls of Atonement
Озорра,Shaman,Elemental,-159999710.0,8,1041427,1768933399573,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 495, 'name': 'Ревущий фьорд', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Astralrec,Shaman,Restoration,-159999710.0,8,1151618,1768751557382,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 336, 'name': 'Stormscale', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 140650, 'name': 'Hates You', 'faction': 1}",,Halls of Atonement
Anara,Hunter,BeastMastery,-159999710.0,8,1151618,1768751557382,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 389, 'name': 'Uldaman', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Ahvzen,Monk,Brewmaster,-159999710.0,8,1151618,1768751557382,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 282, 'name': 'Doomhammer', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 709000, 'name': 'Fragments', 'faction': 0}",,Halls of Atonement
Sudano,DeathKnight,Frost,-159999710.0,8,1151618,1768751557382,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 340, 'name': 'Tarren Mill', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 557433, 'name': 'Smör', 'faction': 1}",,Halls of Atonement
Tesquila,Druid,Balance,-159999710.0,8,1151618,1768751557382,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 282, 'name': 'Doomhammer', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 709000, 'name': 'Fragments', 'faction': 0}",,Halls of Atonement
Niroel,DeathKnight,Frost,-159999710.0,8,986952,1768761625048,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 375, 'name': 'Krasus', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 800517, 'name': 'Neo Yevon', 'faction': 0}",,Halls of Atonement
Tovakaka,Hunter,Survival,-159999710.0,8,986952,1768761625048,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Karz,DemonHunter,Vengeance,-159999710.0,8,986952,1768761625048,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 800517, 'name': 'Neo Yevon', 'faction': 0}",,Halls of Atonement
Arsane,Warrior,Fury,-159999710.0,8,986952,1768761625048,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 350, 'name': 'Twisting Nether', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 783147, 'name': 'F L A M E', 'faction': 0}",,Halls of Atonement
Louminis,Priest,Discipline,-159999710.0,8,986952,1768761625048,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 375, 'name': 'Krasus', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 800517, 'name': 'Neo Yevon', 'faction': 0}",,Halls of Atonement
Shunie,Shaman,Restoration,-159999710.0,8,992346,1768516336654,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 376, 'name': 'La Croisade écarlate', 'region': 'EU'}",8,-1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Stévé,DemonHunter,Vengeance,-159999710.0,8,992346,1768516336654,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 353, 'name': 'Wildhammer', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 3161, 'name': 'Nightshift', 'faction': 0}",,Halls of Atonement
Razielz,DeathKnight,Unholy,-159999710.0,8,992346,1768516336654,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 353, 'name': 'Wildhammer', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 3161, 'name': 'Nightshift', 'faction': 0}",,Halls of Atonement
Drekthag,Warrior,Fury,-159999710.0,8,992346,1768516336654,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Wofgangretri,Paladin,Retribution,-159999710.0,8,992346,1768516336654,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 399, 'name': 'Antonidas', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Prëdätör,DemonHunter,Vengeance,-159999710.0,8,987271,1768733849729,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 337, 'name': 'Sunstrider', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,"{'id': 785026, 'name': 'Spectrum Syndicate', 'faction': 0}",,Halls of Atonement
Brûleflanc,Mage,Fire,-159999710.0,8,987271,1768733849729,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 362, 'name': 'Conseil des Ombres', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Nyz,Paladin,Retribution,-159999710.0,8,987271,1768733849729,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 509, 'name': 'Sanguino', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 566765, 'name': 'One Last Try', 'faction': 1}",,Halls of Atonement
Noumshé,Shaman,Elemental,-159999710.0,8,987271,1768733849729,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 732585, 'name': 'Le Mouletiverse', 'faction': 0}",,Halls of Atonement
Crazyromanul,Druid,Restoration,-159999710.0,8,987271,1768733849729,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 340, 'name': 'Tarren Mill', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,"{'id': 543932, 'name': 'Dumbrava Minunata', 'faction': 1}",,Halls of Atonement
Hùggy,Evoker,Preservation,-159999710.0,8,1124799,1768687470201,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 455, 'name': 'Nethersturm', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Raaphael,Warrior,Protection,-159999710.0,8,1124799,1768687470201,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 456, 'name': 'Norgannon', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Bürgergeldin,Warrior,Fury,-159999710.0,8,1124799,1768687470201,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 456, 'name': 'Norgannon', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Lardino,Paladin,Retribution,-159999710.0,8,1124799,1768687470201,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 399, 'name': 'Antonidas', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Nescau,Hunter,BeastMastery,-159999710.0,8,1124799,1768687470201,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 427, 'name': 'Eredar', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Allgudruid,Druid,Restoration,-159999710.0,8,1138569,1768663027431,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 320, 'name': 'Ragnaros', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Lyæn,Hunter,Survival,-159999710.0,8,1138569,1768663027431,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 446, 'name': 'Malfurion', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Tildjar,Paladin,Retribution,-159999710.0,8,1138569,1768663027431,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 472, 'name': 'Todeswache', 'region': 'EU'}",8,0,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Búdo,Warlock,Destruction,-159999710.0,8,1138569,1768663027431,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 348, 'name': 'Turalyon', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Æxületh,DemonHunter,Vengeance,-159999710.0,8,1138569,1768663027431,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 446, 'name': 'Malfurion', 'region': 'EU'}",8,1,"[10, 160]",gold,290.0,1,,,Halls of Atonement
Spamgrip,DeathKnight,Blood,-179999695.0,9,1146675,1757780714325,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 304, 'name': 'Kazzak', 'region': 'EU'}",9,1,"[9, 162]",gold,305.0,1,,,Halls of Atonement
Draxxan,Shaman,Restoration,-179999695.0,9,1146675,1757780714325,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 469, 'name': 'Thrall', 'region': 'EU'}",9,1,"[9, 162]",gold,305.0,1,"{'id': 214014, 'name': 'Zero Gravity', 'faction': 1}",,Halls of Atonement
Hardswain,Druid,Balance,-179999695.0,9,1146675,1757780714325,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 370, 'name': 'Hyjal', 'region': 'EU'}",9,0,"[9, 162]",gold,305.0,1,,,Halls of Atonement
Byàkuya,DemonHunter,Havoc,-179999695.0,9,1146675,1757780714325,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 406, 'name': 'Blackhand', 'region': 'EU'}",9,1,"[9, 162]",gold,305.0,1,,,Halls of Atonement
小咻,Hunter,BeastMastery,-179999695.0,9,1005581,1761744532419,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 724, 'name': '永恒之井', 'region': 'CN'}",9,0,"[9, 158]",gold,305.0,1,,,Halls of Atonement
超骨干奶牛,Warrior,Fury,-179999695.0,9,1005581,1761744532419,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 581, 'name': '冰川之拳', 'region': 'CN'}",9,1,"[9, 158]",gold,305.0,1,,,Halls of Atonement
Kkluv,Shaman,Restoration,-179999695.0,9,1005581,1761744532419,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 718, 'name': '梦境之树', 'region': 'CN'}",9,0,"[9, 158]",gold,305.0,1,,,Halls of Atonement
指点江山哦,Hunter,BeastMastery,-179999695.0,9,1005581,1761744532419,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 611, 'name': '国王之谷', 'region': 'CN'}",9,0,"[9, 158]",gold,305.0,1,,,Halls of Atonement
月影相伴,Druid,Guardian,-179999695.0,9,1005581,1761744532419,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 724, 'name': '永恒之井', 'region': 'CN'}",9,0,"[9, 158]",gold,305.0,1,,,Halls of Atonement
云深不知处,Shaman,Elemental,-179999695.0,9,1140797,1762272554203,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 828, 'name': '试炼之环', 'region': 'CN'}",9,1,"[10, 160]",gold,305.0,1,,,Halls of Atonement
血魔露娜,Paladin,Holy,-179999695.0,9,1140797,1762272554203,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 662, 'name': '巫妖之王', 'region': 'CN'}",9,1,"[10, 160]",gold,305.0,1,,,Halls of Atonement
Angizia,Rogue,Subtlety,-179999695.0,9,1140797,1762272554203,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 583, 'name': '冰风岗', 'region': 'CN'}",9,0,"[10, 160]",gold,305.0,1,,,Halls of Atonement
暴走的小奶狗,Warrior,Protection,-179999695.0,9,1140797,1762272554203,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 569, 'name': '伊森利恩', 'region': 'CN'}",9,1,"[10, 160]",gold,305.0,1,,,Halls of Atonement
青梅流年,Rogue,Assassination,-179999695.0,9,1140797,1762272554203,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 720, 'name': '死亡之翼', 'region': 'CN'}",9,0,"[10, 160]",gold,305.0,1,,,Halls of Atonement
Semava,Priest,Holy,-179999695.0,9,1112287,1768569051713,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 329, 'name': 'Silvermoon', 'region': 'EU'}",9,0,"[10, 160]",gold,305.0,1,"{'id': 149320, 'name': 'eia', 'faction': 1}",,Halls of Atonement
Mengese,DemonHunter,Vengeance,-179999695.0,9,1112287,1768569051713,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 283, 'name': 'Draenor', 'region': 'EU'}",9,1,"[10, 160]",gold,305.0,1,"{'id': 795078, 'name': 'Floors And Flaws', 'faction': 0}",,Halls of Atonement
Anàstasia,Mage,Frost,-179999695.0,9,1112287,1768569051713,"{'code': '', 'fightID': None, 'startTime': None}","{'id': 338, 'name': 'Sylvanas', 'region': 'EU'}",9,0,"[10, 160]",gold,305.0,1,,,Halls of Atonement
