class_name,spec_name,level,score,duration_min,dungeon_name,medal
Shaman,Restoration,10,335.0,19.24,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,19.24,Operation: Floodgate,gold
Warrior,Protection,10,335.0,19.24,Operation: Floodgate,gold
Hunter,Survival,10,335.0,19.39,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,19.39,Operation: Floodgate,gold
Warrior,Protection,10,335.0,19.39,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.39,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,19.39,Operation: Floodgate,gold
Warrior,Fury,10,335.0,19.5,Operation: Floodgate,gold
Paladin,Protection,10,335.0,19.5,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,19.5,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.5,Operation: Floodgate,gold
Warlock,Destruction,10,335.0,19.5,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.78,Operation: Floodgate,gold
DemonHunter,Vengeance,10,335.0,19.78,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,19.78,Operation: Floodgate,gold
Priest,Discipline,10,335.0,19.36,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,19.36,Operation: Floodgate,gold
DemonHunter,Vengeance,10,335.0,19.36,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,19.36,Operation: Floodgate,gold
Paladin,Protection,10,335.0,19.36,Operation: Floodgate,gold
Mage,Frost,10,335.0,18.85,Operation: Floodgate,gold
Paladin,Protection,10,335.0,18.85,Operation: Floodgate,gold
Paladin,Protection,10,335.0,18.85,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,18.85,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,18.85,Operation: Floodgate,gold
Paladin,Protection,10,335.0,19.52,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,19.52,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,19.52,Operation: Floodgate,gold
Warrior,Protection,10,335.0,19.52,Operation: Floodgate,gold
Paladin,Holy,10,335.0,19.52,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,18.31,Operation: Floodgate,gold
DemonHunter,Vengeance,10,335.0,18.31,Operation: Floodgate,gold
Evoker,Devastation,10,335.0,18.31,Operation: Floodgate,gold
Evoker,Preservation,10,335.0,18.31,Operation: Floodgate,gold
Paladin,Protection,10,335.0,18.31,Operation: Floodgate,gold
Druid,Guardian,10,335.0,19.63,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,19.63,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,19.63,Operation: Floodgate,gold
Paladin,Holy,10,335.0,19.63,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,19.63,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,19.5,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,19.5,Operation: Floodgate,gold
Druid,Guardian,10,335.0,19.5,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,19.5,Operation: Floodgate,gold
Evoker,Preservation,10,335.0,19.5,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,18.93,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,18.93,Operation: Floodgate,gold
Warrior,Fury,10,335.0,18.93,Operation: Floodgate,gold
DemonHunter,Vengeance,10,335.0,18.93,Operation: Floodgate,gold
Priest,Discipline,10,335.0,18.93,Operation: Floodgate,gold
Mage,Frost,10,335.0,19.47,Operation: Floodgate,gold
Priest,Discipline,10,335.0,19.47,Operation: Floodgate,gold
Mage,Frost,10,335.0,19.47,Operation: Floodgate,gold
Mage,Arcane,10,335.0,19.47,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,19.05,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.05,Operation: Floodgate,gold
DemonHunter,Vengeance,10,335.0,19.05,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,19.05,Operation: Floodgate,gold
Mage,Frost,10,335.0,19.05,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.45,Operation: Floodgate,gold
Warlock,Demonology,10,335.0,19.45,Operation: Floodgate,gold
Paladin,Protection,10,335.0,19.45,Operation: Floodgate,gold
DeathKnight,Frost,10,335.0,19.45,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,19.45,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,19.19,Operation: Floodgate,gold
Warrior,Fury,10,335.0,19.19,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.19,Operation: Floodgate,gold
Druid,Balance,10,335.0,19.19,Operation: Floodgate,gold
Paladin,Protection,10,335.0,19.19,Operation: Floodgate,gold
Druid,Restoration,10,335.0,17.09,Operation: Floodgate,gold
Mage,Frost,10,335.0,17.09,Operation: Floodgate,gold
Warrior,Fury,10,335.0,17.09,Operation: Floodgate,gold
Priest,Discipline,10,335.0,18.97,Operation: Floodgate,gold
Druid,Guardian,10,335.0,18.97,Operation: Floodgate,gold
Paladin,Retribution,10,335.0,18.97,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,18.97,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,18.97,Operation: Floodgate,gold
DemonHunter,Havoc,10,335.0,18.54,Operation: Floodgate,gold
Shaman,Elemental,10,335.0,18.54,Operation: Floodgate,gold
Paladin,Protection,10,335.0,18.54,Operation: Floodgate,gold
Hunter,Survival,10,335.0,18.54,Operation: Floodgate,gold
Monk,Mistweaver,10,335.0,18.54,Operation: Floodgate,gold
Priest,Discipline,10,335.0,19.45,Operation: Floodgate,gold
DemonHunter,Vengeance,10,335.0,19.45,Operation: Floodgate,gold
Druid,Balance,10,335.0,19.45,Operation: Floodgate,gold
Warlock,Destruction,10,335.0,19.45,Operation: Floodgate,gold
Evoker,Augmentation,10,335.0,19.45,Operation: Floodgate,gold
Hunter,BeastMastery,10,335.0,19.51,Operation: Floodgate,gold
Shaman,Restoration,10,335.0,19.51,Operation: Floodgate,gold
Evoker,Devastation,10,335.0,19.51,Operation: Floodgate,gold
Evoker,Devastation,10,335.0,19.51,Operation: Floodgate,gold
Warrior,Protection,10,335.0,19.51,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,19.46,Operation: Floodgate,gold
Monk,Brewmaster,11,350.0,19.46,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,19.46,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,19.46,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.46,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,17.61,Operation: Floodgate,gold
Warlock,Destruction,11,350.0,17.61,Operation: Floodgate,gold
Rogue,Subtlety,11,350.0,17.61,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,17.61,Operation: Floodgate,gold
Warrior,Protection,11,350.0,17.61,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.77,Operation: Floodgate,gold
Warrior,Fury,11,350.0,19.77,Operation: Floodgate,gold
Monk,Windwalker,11,350.0,19.77,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,19.77,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,19.77,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.56,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,19.56,Operation: Floodgate,gold
Warlock,Destruction,11,350.0,19.56,Operation: Floodgate,gold
Priest,Discipline,11,350.0,19.56,Operation: Floodgate,gold
Warrior,Protection,11,350.0,19.56,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,19.34,Operation: Floodgate,gold
Druid,Feral,11,350.0,19.34,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,19.34,Operation: Floodgate,gold
Monk,Brewmaster,11,350.0,19.34,Operation: Floodgate,gold
Priest,Shadow,11,350.0,19.34,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.78,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.78,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,19.78,Operation: Floodgate,gold
Druid,Restoration,11,350.0,19.78,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,19.78,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.69,Operation: Floodgate,gold
Warrior,Fury,11,350.0,19.69,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.69,Operation: Floodgate,gold
Druid,Feral,11,350.0,19.69,Operation: Floodgate,gold
Evoker,Preservation,11,350.0,19.69,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,19.34,Operation: Floodgate,gold
Druid,Feral,11,350.0,19.34,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,19.34,Operation: Floodgate,gold
Monk,Brewmaster,11,350.0,19.34,Operation: Floodgate,gold
Priest,Shadow,11,350.0,19.34,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,18.04,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,18.04,Operation: Floodgate,gold
Warrior,Fury,11,350.0,18.04,Operation: Floodgate,gold
DeathKnight,Blood,11,350.0,18.04,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,18.04,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.78,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,19.78,Operation: Floodgate,gold
Druid,Restoration,11,350.0,19.78,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,19.78,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.78,Operation: Floodgate,gold
Monk,Windwalker,11,350.0,19.77,Operation: Floodgate,gold
Warrior,Fury,11,350.0,19.77,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.77,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,19.77,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,19.77,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.66,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,19.66,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,19.66,Operation: Floodgate,gold
Paladin,Retribution,11,350.0,19.66,Operation: Floodgate,gold
Paladin,Holy,11,350.0,19.66,Operation: Floodgate,gold
DeathKnight,Blood,11,350.0,19.72,Operation: Floodgate,gold
Warrior,Fury,11,350.0,19.72,Operation: Floodgate,gold
Warrior,Fury,11,350.0,19.72,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.72,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,19.72,Operation: Floodgate,gold
Evoker,Preservation,11,350.0,19.69,Operation: Floodgate,gold
Druid,Feral,11,350.0,19.69,Operation: Floodgate,gold
Paladin,Protection,11,350.0,19.69,Operation: Floodgate,gold
Warrior,Fury,11,350.0,19.69,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.69,Operation: Floodgate,gold
Rogue,Subtlety,11,350.0,17.61,Operation: Floodgate,gold
Warlock,Destruction,11,350.0,17.61,Operation: Floodgate,gold
Shaman,Restoration,11,350.0,17.61,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,17.61,Operation: Floodgate,gold
Warrior,Protection,11,350.0,17.61,Operation: Floodgate,gold
Warlock,Destruction,11,350.0,19.56,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,19.56,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,19.56,Operation: Floodgate,gold
Priest,Discipline,11,350.0,19.56,Operation: Floodgate,gold
Warrior,Protection,11,350.0,19.56,Operation: Floodgate,gold
Druid,Restoration,11,350.0,19.78,Operation: Floodgate,gold
Druid,Guardian,11,350.0,19.78,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,19.78,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,19.78,Operation: Floodgate,gold
Monk,Windwalker,11,350.0,19.78,Operation: Floodgate,gold
Mage,Frost,11,350.0,19.25,Operation: Floodgate,gold
DemonHunter,Vengeance,11,350.0,19.25,Operation: Floodgate,gold
Warlock,Demonology,11,350.0,19.25,Operation: Floodgate,gold
Paladin,Holy,11,350.0,19.25,Operation: Floodgate,gold
Shaman,Enhancement,11,350.0,19.25,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,18.23,Operation: Floodgate,gold
Priest,Discipline,11,350.0,18.23,Operation: Floodgate,gold
Warrior,Protection,11,350.0,18.23,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,18.23,Operation: Floodgate,gold
Shaman,Elemental,11,350.0,18.23,Operation: Floodgate,gold
Monk,Mistweaver,11,350.0,17.51,Operation: Floodgate,gold
DemonHunter,Havoc,11,350.0,17.51,Operation: Floodgate,gold
Paladin,Protection,11,350.0,17.51,Operation: Floodgate,gold
DeathKnight,Frost,11,350.0,17.51,Operation: Floodgate,gold
Hunter,BeastMastery,11,350.0,17.51,Operation: Floodgate,gold
Warrior,Fury,12,380.0,19.68,Operation: Floodgate,gold
Monk,Brewmaster,12,380.0,19.68,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.68,Operation: Floodgate,gold
Druid,Balance,12,380.0,19.68,Operation: Floodgate,gold
DemonHunter,Havoc,12,380.0,19.68,Operation: Floodgate,gold
Warrior,Fury,12,380.0,19.67,Operation: Floodgate,gold
Druid,Balance,12,380.0,19.67,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.67,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.67,Operation: Floodgate,gold
Paladin,Protection,12,380.0,19.67,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.59,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.59,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.59,Operation: Floodgate,gold
Priest,Shadow,12,380.0,19.59,Operation: Floodgate,gold
Warrior,Protection,12,380.0,19.59,Operation: Floodgate,gold
DemonHunter,Vengeance,12,380.0,19.47,Operation: Floodgate,gold
Warrior,Fury,12,380.0,19.47,Operation: Floodgate,gold
DeathKnight,Blood,12,380.0,19.47,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.47,Operation: Floodgate,gold
Priest,Holy,12,380.0,19.47,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.38,Operation: Floodgate,gold
Paladin,Protection,12,380.0,19.38,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.38,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.38,Operation: Floodgate,gold
Paladin,Protection,12,380.0,19.74,Operation: Floodgate,gold
Warrior,Fury,12,380.0,19.74,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.74,Operation: Floodgate,gold
Rogue,Outlaw,12,380.0,19.74,Operation: Floodgate,gold
Priest,Discipline,12,380.0,19.74,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.06,Operation: Floodgate,gold
Druid,Balance,12,380.0,19.06,Operation: Floodgate,gold
Warrior,Protection,12,380.0,19.06,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.06,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.06,Operation: Floodgate,gold
DeathKnight,Unholy,12,380.0,18.6,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,18.6,Operation: Floodgate,gold
Warrior,Protection,12,380.0,18.6,Operation: Floodgate,gold
Druid,Restoration,12,380.0,18.6,Operation: Floodgate,gold
Shaman,Elemental,12,380.0,18.6,Operation: Floodgate,gold
DemonHunter,Vengeance,12,380.0,19.57,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.57,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.57,Operation: Floodgate,gold
Warrior,Fury,12,380.0,19.57,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.57,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.34,Operation: Floodgate,gold
Warrior,Protection,12,380.0,19.34,Operation: Floodgate,gold
DemonHunter,Havoc,12,380.0,19.34,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.34,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.34,Operation: Floodgate,gold
Paladin,Holy,12,380.0,19.74,Operation: Floodgate,gold
Mage,Frost,12,380.0,19.74,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.74,Operation: Floodgate,gold
Priest,Shadow,12,380.0,19.74,Operation: Floodgate,gold
Paladin,Protection,12,380.0,19.74,Operation: Floodgate,gold
DemonHunter,Havoc,12,380.0,19.01,Operation: Floodgate,gold
Monk,Windwalker,12,380.0,19.01,Operation: Floodgate,gold
Priest,Discipline,12,380.0,19.01,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.01,Operation: Floodgate,gold
Paladin,Protection,12,380.0,19.01,Operation: Floodgate,gold
Paladin,Protection,12,380.0,19.77,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.77,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.77,Operation: Floodgate,gold
Warrior,Fury,12,380.0,19.77,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,17.97,Operation: Floodgate,gold
Warlock,Demonology,12,380.0,17.97,Operation: Floodgate,gold
Warrior,Fury,12,380.0,17.97,Operation: Floodgate,gold
Priest,Discipline,12,380.0,17.97,Operation: Floodgate,gold
Druid,Guardian,12,380.0,17.97,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,18.9,Operation: Floodgate,gold
Warrior,Protection,12,380.0,18.9,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,18.9,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,18.9,Operation: Floodgate,gold
DemonHunter,Havoc,12,380.0,18.9,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,18.93,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,18.93,Operation: Floodgate,gold
Paladin,Retribution,12,380.0,18.93,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,18.93,Operation: Floodgate,gold
Druid,Restoration,12,380.0,19.7,Operation: Floodgate,gold
Paladin,Retribution,12,380.0,19.7,Operation: Floodgate,gold
Paladin,Retribution,12,380.0,19.7,Operation: Floodgate,gold
DeathKnight,Blood,12,380.0,19.7,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.7,Operation: Floodgate,gold
Warrior,Protection,12,380.0,18.62,Operation: Floodgate,gold
DemonHunter,Havoc,12,380.0,18.62,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,18.62,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,18.62,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,18.62,Operation: Floodgate,gold
Priest,Shadow,12,380.0,19.67,Operation: Floodgate,gold
Shaman,Restoration,12,380.0,19.67,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.67,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,19.67,Operation: Floodgate,gold
Warrior,Protection,12,380.0,19.67,Operation: Floodgate,gold
DemonHunter,Vengeance,12,380.0,19.37,Operation: Floodgate,gold
Evoker,Devastation,12,380.0,19.37,Operation: Floodgate,gold
Druid,Restoration,12,380.0,19.37,Operation: Floodgate,gold
Shaman,Elemental,12,380.0,19.37,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,19.37,Operation: Floodgate,gold
Hunter,BeastMastery,12,380.0,15.22,Operation: Floodgate,gold
DeathKnight,Blood,12,380.0,15.22,Operation: Floodgate,gold
DeathKnight,Frost,12,380.0,15.22,Operation: Floodgate,gold
DemonHunter,Havoc,13,395.0,19.63,Operation: Floodgate,gold
Paladin,Protection,13,395.0,19.63,Operation: Floodgate,gold
DeathKnight,Frost,13,395.0,19.63,Operation: Floodgate,gold
Shaman,Restoration,13,395.0,19.63,Operation: Floodgate,gold
Warrior,Fury,13,395.0,19.59,Operation: Floodgate,gold
Paladin,Protection,13,395.0,19.59,Operation: Floodgate,gold
Hunter,BeastMastery,13,395.0,19.59,Operation: Floodgate,gold
Druid,Restoration,13,395.0,19.59,Operation: Floodgate,gold
Monk,Windwalker,13,395.0,19.59,Operation: Floodgate,gold
DemonHunter,Havoc,13,395.0,19.46,Operation: Floodgate,gold
Warrior,Protection,13,395.0,19.46,Operation: Floodgate,gold
Druid,Restoration,13,395.0,19.46,Operation: Floodgate,gold
Paladin,Retribution,13,395.0,19.46,Operation: Floodgate,gold
Hunter,BeastMastery,13,395.0,19.46,Operation: Floodgate,gold
Monk,Windwalker,13,395.0,18.64,Operation: Floodgate,gold
Druid,Restoration,13,395.0,18.64,Operation: Floodgate,gold
Hunter,BeastMastery,13,395.0,18.64,Operation: Floodgate,gold
DemonHunter,Havoc,13,395.0,18.64,Operation: Floodgate,gold
Warrior,Protection,13,395.0,18.64,Operation: Floodgate,gold
Shaman,Restoration,13,394.91850378788,19.87,Operation: Floodgate,silver
DeathKnight,Frost,13,394.91850378788,19.87,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.91850378788,19.87,Operation: Floodgate,silver
Paladin,Protection,13,394.91850378788,19.87,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.91850378788,19.87,Operation: Floodgate,silver
Evoker,Devastation,13,394.73787878788,20.03,Operation: Floodgate,silver
Warrior,Fury,13,394.73787878788,20.03,Operation: Floodgate,silver
Mage,Arcane,13,394.73787878788,20.03,Operation: Floodgate,silver
DemonHunter,Vengeance,13,394.73787878788,20.03,Operation: Floodgate,silver
Priest,Discipline,13,394.73787878788,20.03,Operation: Floodgate,silver
Warlock,Demonology,13,394.64395833333,20.11,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.64395833333,20.11,Operation: Floodgate,silver
Shaman,Restoration,13,394.64395833333,20.11,Operation: Floodgate,silver
Monk,Brewmaster,13,394.64395833333,20.11,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.64395833333,20.11,Operation: Floodgate,silver
Warrior,Protection,13,394.56077651515,20.19,Operation: Floodgate,silver
Shaman,Elemental,13,394.56077651515,20.19,Operation: Floodgate,silver
Druid,Restoration,13,394.56077651515,20.19,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.56077651515,20.19,Operation: Floodgate,silver
Hunter,Survival,13,394.56077651515,20.19,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.4584280303,20.28,Operation: Floodgate,silver
Warrior,Protection,13,394.4584280303,20.28,Operation: Floodgate,silver
Druid,Balance,13,394.4584280303,20.28,Operation: Floodgate,silver
Druid,Restoration,13,394.4584280303,20.28,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.4584280303,20.28,Operation: Floodgate,silver
Warrior,Protection,13,394.41126893939,20.32,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.41126893939,20.32,Operation: Floodgate,silver
Paladin,Retribution,13,394.41126893939,20.32,Operation: Floodgate,silver
Druid,Restoration,13,394.41126893939,20.32,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.41126893939,20.32,Operation: Floodgate,silver
Warrior,Protection,13,394.35509469697,20.37,Operation: Floodgate,silver
Rogue,Assassination,13,394.35509469697,20.37,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.35509469697,20.37,Operation: Floodgate,silver
DeathKnight,Frost,13,394.35509469697,20.37,Operation: Floodgate,silver
Priest,Discipline,13,394.35509469697,20.37,Operation: Floodgate,silver
DeathKnight,Frost,13,394.3128219697,20.4,Operation: Floodgate,silver
Druid,Restoration,13,394.3128219697,20.4,Operation: Floodgate,silver
Warrior,Fury,13,394.3128219697,20.4,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.3128219697,20.4,Operation: Floodgate,silver
DemonHunter,Vengeance,13,394.3128219697,20.4,Operation: Floodgate,silver
Paladin,Protection,13,394.27526515152,20.44,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.27526515152,20.44,Operation: Floodgate,silver
Warrior,Fury,13,394.27526515152,20.44,Operation: Floodgate,silver
Shaman,Restoration,13,394.27526515152,20.44,Operation: Floodgate,silver
DeathKnight,Frost,13,394.27526515152,20.44,Operation: Floodgate,silver
Warrior,Fury,13,394.20223484848,20.5,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.20223484848,20.5,Operation: Floodgate,silver
Priest,Discipline,13,394.20223484848,20.5,Operation: Floodgate,silver
Paladin,Protection,13,394.20223484848,20.5,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.20223484848,20.5,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.16590909091,20.53,Operation: Floodgate,silver
Druid,Restoration,13,394.16590909091,20.53,Operation: Floodgate,silver
Mage,Arcane,13,394.16590909091,20.53,Operation: Floodgate,silver
Druid,Guardian,13,394.16590909091,20.53,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.16590909091,20.53,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.12297348485,20.57,Operation: Floodgate,silver
Shaman,Restoration,13,394.12297348485,20.57,Operation: Floodgate,silver
Druid,Balance,13,394.12297348485,20.57,Operation: Floodgate,silver
Paladin,Protection,13,394.12297348485,20.57,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.12297348485,20.57,Operation: Floodgate,silver
DeathKnight,Frost,13,394.12263257576,20.57,Operation: Floodgate,silver
DemonHunter,Vengeance,13,394.12263257576,20.57,Operation: Floodgate,silver
Shaman,Restoration,13,394.12263257576,20.57,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.12263257576,20.57,Operation: Floodgate,silver
DemonHunter,Havoc,13,394.12263257576,20.57,Operation: Floodgate,silver
Warrior,Fury,13,394.09609848485,20.6,Operation: Floodgate,silver
DeathKnight,Frost,13,394.09609848485,20.6,Operation: Floodgate,silver
Hunter,BeastMastery,13,394.09609848485,20.6,Operation: Floodgate,silver
Shaman,Restoration,13,394.09609848485,20.6,Operation: Floodgate,silver
DemonHunter,Vengeance,13,394.09609848485,20.6,Operation: Floodgate,silver
Priest,Discipline,13,393.99721590909,20.68,Operation: Floodgate,silver
Warrior,Fury,13,393.99721590909,20.68,Operation: Floodgate,silver
Paladin,Protection,13,393.99721590909,20.68,Operation: Floodgate,silver
Hunter,BeastMastery,13,393.99721590909,20.68,Operation: Floodgate,silver
Mage,Arcane,13,393.99721590909,20.68,Operation: Floodgate,silver
DemonHunter,Vengeance,13,393.9603030303,20.71,Operation: Floodgate,silver
Warlock,Destruction,13,393.9603030303,20.71,Operation: Floodgate,silver
Druid,Restoration,13,393.9603030303,20.71,Operation: Floodgate,silver
DeathKnight,Frost,13,393.9603030303,20.71,Operation: Floodgate,silver
Hunter,BeastMastery,13,393.9603030303,20.71,Operation: Floodgate,silver
Hunter,BeastMastery,13,393.90984848485,20.76,Operation: Floodgate,silver
Hunter,BeastMastery,14,409.21380681818,20.49,Operation: Floodgate,silver
Warrior,Fury,14,409.21380681818,20.49,Operation: Floodgate,silver
Druid,Restoration,14,409.21380681818,20.49,Operation: Floodgate,silver
Paladin,Protection,14,409.21380681818,20.49,Operation: Floodgate,silver
Hunter,BeastMastery,14,409.21380681818,20.49,Operation: Floodgate,silver
DemonHunter,Havoc,14,409.07793560606,20.61,Operation: Floodgate,silver
Druid,Restoration,14,409.07793560606,20.61,Operation: Floodgate,silver
Monk,Windwalker,14,409.07793560606,20.61,Operation: Floodgate,silver
Warrior,Protection,14,409.07793560606,20.61,Operation: Floodgate,silver
Hunter,BeastMastery,14,409.07793560606,20.61,Operation: Floodgate,silver
DeathKnight,Frost,14,408.85715909091,20.81,Operation: Floodgate,silver
Mage,Arcane,14,408.85715909091,20.81,Operation: Floodgate,silver
Warrior,Protection,14,408.85715909091,20.81,Operation: Floodgate,silver
Hunter,BeastMastery,14,408.85715909091,20.81,Operation: Floodgate,silver
Evoker,Preservation,14,408.85715909091,20.81,Operation: Floodgate,silver
Hunter,BeastMastery,14,408.8284469697,20.83,Operation: Floodgate,silver
Evoker,Preservation,14,408.8284469697,20.83,Operation: Floodgate,silver
Warrior,Protection,14,408.8284469697,20.83,Operation: Floodgate,silver
